title,url,image,openTypeList,detail,baseInfoKeyList,baseInfoValueList
目录,http://www.baike.com/wiki/目录,http://a1.att.hudong.com/86/89/50200009239445155959899177932_s.jpg,,目录，是指书籍正文前所载的目次，是揭示和报道图书的工具。目录是记录图书的书名、著者、出版与收藏等情况，按照一定的次序编排而成，为反映馆藏、指导阅读、检索图书的工具。在计算机应用中，目录的发展成了“文件夹”，随着目录工作的发展，衍生出“目录学”。,名称：##拼音：##释义：##外文名：##本 质：##五 笔：##词 目：,目录##mù lù##是目和录的总称。##catalogue##正文前所载的目次##hhvi##目录
方案,http://www.baike.com/wiki/方案,http://a2.att.hudong.com/23/06/50200009239445155964060451720_s.jpg,文化##生物化学##科学##自然科学##词典##词语##语言,方案是从目的、要求、方式、方法、进度等都部署具体、周密，并有很强可操作性的计划。,名称：##拼音：##释义：##例句：##外文名称：##词目：##注音：,方案##fāng àn##案前得出的方法，将方法呈于案前##朱老忠和宋洛曙正在跟战士们开会，讲明形势，设计战斗方案##plan##方案##ㄈㄤ ㄢˋ
大字,http://www.baike.com/wiki/大字,http://a3.att.hudong.com/42/64/50200009239445155972648029841_s.jpg,书法##艺术,“大字”，既毛笔字。多大的字为大字呢？康有为说：“以二寸、一寸为度，不得过大也。”写大字，要临摹字体。苏轼、黄庭坚和蔡襄的大字楷书，都是极好的大字帖。,名称：##拼音：##释义：##别称：,大字##dà/dài/tài zì##“写毛笔字”称为“写大字”##毛笔字
大学生,http://www.baike.com/wiki/大学生,http://a4.att.hudong.com/32/91/20300576610138158478911607237_s.jpg,,"大学生是社会的一个特殊群体，是指正在接受基础高等教育和专业高等教育还未毕业或受过高等教育已经毕业走进社会的一群人。作为社会新技术、新思想的前沿群体、国家培养的高级专门专业人才。大学生代表年轻有活力一族，是推动社会进步的栋梁之才。大学生，是指在各类高等学校和承担研究生教学任务的科研机构（专科、本科、研究生层次）注册入学并接受高等学校大学教育直至毕业群体统称。大学生分为普通全日制、成人全日制和非全日制的学生。不含自考生（自考生没有学籍只有考籍，属于同等学力水平，毕业证书也没有入学和毕业的时间期限，学制。其毕业证书上主考院校和自考生本人并没有教学隶属关系。不能称呼为哪个大学毕业的学生，也不拥有某主考院校的大学学历，自考生不属于大学生范畴）,也不含党校生（研究生层次属于和xx大学同等学历）。各类高等学校毕业生一般习惯上称XX大学（毕业）学历。",名称：##外文名称：##含义：##层次：,大学生##college student##正在接受高等教育群体##专科生、本科生
经济与管理学院,http://www.baike.com/wiki/经济与管理学院,//www.huimg.cn/entry/images/summary_default270x233.png,,经济与管理学院创建于1984年，当时叫农业经济系，简称农经系，1994年改为经济贸易系，2002年10月成立经济管理学院，2005年8月分别成立经济学院和管理学院，2008年7月根据学校整体学科调整的意见，经济学院和管理学院重新合并成立“经济与管理学院”。       经济与管理学院现设有农业经济管理科学学位硕士点1个，农村与区域发展和农业科技组织与服务专业学位硕士点2个；现设有农林经济管理、会计学、财务管理、物流管理、国际经济与贸易、电子商务6个本科专业以及国际贸易、国际经济与贸易和市场营销、电子商务等5个专科专业。现有全日制学生4058人，其中硕士研究生30人、普通本专科学生3546人，北大青鸟学生482人；另有专业学位研究生245人，是全校唯一办学规模超过4000人的最大规模的二级教学学院。我院学生毕业时符合条件，可获得经济学、管理学硕士或学士学位。       学院设有农业经济学、会计学、财务管理、企业管理、物流管理、理论经济学、国际贸易、国际金融、电子商务9个教研室，现有教职员工97人，其中教授13人、副教授19人、讲师45人、助教9人；86名专任教师中，有博士23人（10名在读）、硕士55人，硕士以上学历教师占专职教师总数的90%以上。        近五年来全院承担科研课题31项、教研课题27项，出版各类专著教材70余部，在国家级重要经济与管理刊物上公开发表论文510篇；获得省市和校级成果奖励74项，获山东省软科学优秀成果一等奖2项，山东省级实验成果奖4项，厅局级科研成果奖23项。        学院非常重视开展国际合作交流，已经与日本、韩国等国高校和科研院所建立了学术交流和合作关系。2007年我校与北京大学签署合作协议书，成立了“青岛农业大学北大青鸟教育中心”，共同培养软件工程师（IT）。这是我国北方唯一设在高校的北大青鸟教育中心。        我院非常重视教风、学风建设，积极营造良好的学习环境，教学秩序井然，学习氛围浓厚，已形成了“勤奋、严谨、求实、创新”的良好院风。多年来全国大学英语四级统考一次性通过率名列全校前三名。        我院的党建和思想政治工作以及精神文明建设也都取得了优异的工作成就，多次被评为学校先进集体，党总支和学生党支部也多次为评为“先进党总支”和“先进学生党支部”，学院获得“首届青岛高校优秀思想政治工作创新奖”。学生科技学术文艺活动丰富多彩并卓有成效，近年来，多名学生在国家级、省级比赛中获奖，周东宝等同学参与的“微量元素小肽螯合物”团队获第七届“挑战杯”山东省大学生创业计划竞赛特等奖，后获得竞赛终审决赛国家级铜奖，取得了“挑战杯”创业计划竞赛国家级奖零的突破。电子商务专业同学组成的“番茄”、 “e勾勾”及“好运中国”三支团队分别获得第三届（2009-2010）建行e路通全国大学生网络商务创新应用能力大赛华东区决赛“华东区决赛一等奖”、“网络营销与策划类二等奖”及“综合三等奖”。“番茄”团队晋级全国总决赛获三等奖。苏婷等五名同学获该大赛华东赛区网络营销与策划主题赛一等奖，马友勤等四名同学获商务模式创新主题赛二等奖，苏斌祺等四名同学获网络商务创新应用三等奖。宋晓天同学发明的“被子叠放支撑定型器”获国家知识产权局认定的实用新型专利权，等等。,,
组,http://www.baike.com/wiki/组,http://a2.att.hudong.com/38/12/50200009239445155960125863865_s.jpg,,组 zǔ 形声。字从糸从且，且亦声。“糸”指丝绳，“且”意为“加力”、“使劲”。“糸”与“且”联合起来表示“用力编织的绶带”。,名称：##出处：##释义：##例句：,组##《广韵》##装饰性丝带##《疏》组就者，谓以组为冕旒之就
中国,http://www.baike.com/wiki/中国,http://a1.att.hudong.com/35/99/20300576347496158454991021156_s.jpg,国家,中国，是以华夏文明为源泉、中华文化为基础，并以汉族为主体民族的多民族国家，通用汉语、汉字，汉族与少数民族被统称为“中华民族”，又自称为炎黄子孙、龙的传人。,中文名：##英文名：##别名：##国歌：##货币：##所属洲：##政体：##面积：##主要民族：##主要宗教：##官方语言：##首都：##主要城市：##时区：##国际电话区号：##道路通行：##国际域名缩写：##文字：##代表人物：##代表事物：##文化思想：,中国##China##华、夏##义勇军进行曲##人民币##亚洲##人民代表大会制度##陆地面积960万平方公里，领海约470万平方公里##汉族##佛教、道教、儒教、伊斯兰教##汉语##北京##天津、武汉、成都、广州等##东八区##+86##靠右行驶##CN##汉字##炎帝、黄帝、孔子、孙中山等##长城，故宫，龙，凤等##诸子百家、汉服文化、唐诗宋词等
内容,http://www.baike.com/wiki/内容,http://a4.att.hudong.com/17/19/20300576609009158122192621133_s.jpg,,内容是指事物所包含的实质性事物。一个艺术作品的表现、基本含义、意味或审美价值。内容关涉的是我们在艺术作品中感受到的感觉的、主观的、心理的和情感方面的意涵，与我们对描绘性方面的单纯知觉相对。,名称：##拼音：##释义：##注音：,内容##nèi róng##事物所包含的实质性事物##ㄣㄟˋ ㄖㄨㄙˊ
联系人,http://www.baike.com/wiki/联系人,http://a4.att.hudong.com/61/93/50200014992522154400930307143_s.jpg,三字一般称谓##法律##法律术语##社会,《死亡笔记》中人物，跟L一样神秘，没有人知道他的姓名和样貌。不过当L的样貌曝光后，联系人的样貌也曝光，原来他是一个老伯。联系人担当着重要的角色，任何人要联络L或L要和其他人通讯，都必须透过他。此外，联系人也协助L进行调查案件的工作。联系人更是一名神枪手，他在追捕火口的行动中大显身手。他死后，真正身份终于曝光。原来他曾经是一名发明家，并利用专利权的资金在世界各地创立孤儿院(Wammy's Home)，专门培养L的继承人。M，N都出身联系人的孤儿院。,中文名：##英文名：##拼音：##定义：##类型：,联系人##Quillsh Wammy##lián xì rén##负责接洽的人，如两人会面等##法律术语
本科生,http://www.baike.com/wiki/本科生,http://a3.att.hudong.com/20/91/50200009239445155793916515465_s.jpg,三字一般称谓##大学生,本科生，即普通高等教育本科层次的在校生、毕业生。区别于预科、专科，学生毕业后可获学士学位。学制为二年制（专科起点两年制本科），四年制（一般），五年制（医学类、建筑学）。在我国普通高考当中，本科录取分为本科一批（一本）、本科二批（二本）和本科三批（三本）（2017年部分地区取消本科三批）。,中文名：##英文名：##拼音：##定义：##所属教育：##学制：,本科生##Undergraduate##běn kē shēng##即普通高等教育本科层次的在校生、毕业生##高等教育##一般4年
动态,http://www.baike.com/wiki/动态,http://a2.att.hudong.com/74/85/50200009239445155955859665483_s.jpg,天体力学##应用程序##建筑园林城市规划名词##技术##生物化学##航海科技名词##计算机技术##计算机术语##词典##词汇##词语##语文,动态，指（事情）变化发展的情况；艺术形象表现出的活动神态；运动变化状态的或从运动变化状态考察的。,名称：##拼音：##外文名称：##日 语：,动态##dòng tài##dynamics/development##动态的
问题,http://www.baike.com/wiki/问题,http://a0.att.hudong.com/88/79/20300001220069157369794612754_s.jpg,,《问题》（英文名为：Emerson）是美国爱默生在1998年创作的诗歌。,中文名称：##读音：##作者：##词牌：##情感表达：##外文名称：,问题[爱默生的诗歌名称]##aimosheng##爱默生##诗歌##完成了对美国基督教神学与教会问题的又一次清算##Emerson
技术,http://www.baike.com/wiki/技术,http://a1.att.hudong.com/62/99/20300576611761158272994305435_s.jpg,,世界知识产权组织在1977年版的《供发展中国家使用的许可证贸易手册》中，给技术下的定义：“技术是制造一种产品的系统知识，所采用的一种工艺或提供的一项服务，不论这种知识是否反映在一项发明、一项外形设计、一项实用新型或者一种植物新品种，或者反映在技术情报或技能中，或者反映在专家为设计、安装、开办或维修一个工厂或为管理一个工商业企业或其活动而提供的服务或协助等方面。”这是至今为止国际上给技术所下的最为全面和完整的定义。实际上知识产权组织把世界上所有能带来经济效益的科学知识都定义为技术。中文名技术外文名Technology拼音ji shu本质科学知识,名称：##拼音：##释义：##用法：,技术##jishu##科学知识##中性
分数线,http://www.baike.com/wiki/分数线,http://a4.att.hudong.com/45/91/50200009239445155955917715502_s.jpg,,分数线，即分子与分母之间所画的那一条横线，有时此线也会以斜杠“/”的形式出现。,中文名：##拼音：,分数线##fen shu xian
学生,http://www.baike.com/wiki/学生,http://a1.att.hudong.com/67/44/50200009239445155970446207657_s.jpg,,学生一般指正在学校、学堂或其他学习地方受教育的人，而在研究机构或工作单位（如医院、研究所）学习的人也自称学生，以前与学生的性质相似的还有徒弟、弟子等等。根据学习的不同阶段。,名称：,学生
奖学金,http://www.baike.com/wiki/奖学金,http://a0.att.hudong.com/11/52/50200009239445155972524296303_s.jpg,京交会教育展##乡村教育##公益领域##大陆微电影##少儿救助##教育公益##爱心助学,为资助世界各国学生、学者到中国高等学校进行学习和研究，增进中国人民与世界各国人民的相互理解和友谊，发展中国与世界各国在教育、科技、文化、经贸等领域的交流与合作，中国政府设立了中国政府奖学金。教育部负责根据中国政府与外国政府或国际组织达成的协议或计划对外提供中国政府奖学金，并委托国家留学基金管理委员会(Chinese Scholarships Council，简称CSC)具体负责享受中国政府奖学金来华留学的外国学生（以下简称奖学金生）的招生及日常事务的管理工作。,中文名：##外文名：##主演：##上映时间：##类别：##导演：##影片片长：##上映地区：,奖学金##scholarship##宋运伟，谢欣坚，黄康忠##2014年##剧情 微电影##王凯鹏##15分钟##内地
办法,http://www.baike.com/wiki/办法,http://a2.att.hudong.com/52/29/50200009239445156527296419077_s.jpg,,办法，是汉语中常会用到的一个词语，意为“处理事情或解决问题的方法”，现今也指一种应用写作的法规性公文文件。,名称：##拼音：##释义：##近义词：##外文名称：,办法##bàn fǎ##处理事情或解决问题的方法##方法、生意##idea
群名片,http://www.baike.com/wiki/群名片,http://a3.att.hudong.com/20/62/50200009239445155062621970182_s.jpg,,群名片从过去的无人知晓，经过6、7年的发展，群名片已经被广大网民所认知。,中文名：##英文名：##简 介：##创建于：,群名片##qunmingpian##年轻时尚QQ非主流名片类网站##2008年12月28日
信息,http://www.baike.com/wiki/信息,http://a1.att.hudong.com/15/82/50200009239445155964827636531_s.jpg,,信息，指音讯、消息、通讯系统传输和处理的对象，泛指人类社会传播的一切内容。人通过获得、识别自然界和社会的不同信息来区别不同事物，得以认识和改造世界。在一切通讯和控制系统中，信息是一种普遍联系的形式。,中文名：##拼音：##释义：##名称：##拼音：##释义：##近义词：,信息##xìn xī##通讯系统传输和处理的对象##信息##xìn xī##泛指人类社会传播的一切内容##消息
杜建伟,http://www.baike.com/wiki/杜建伟,//www.huimg.cn/entry/images/summary_default270x233.png,人物,现任海南省疾病预防控制中心主任、党委书记。 先后从事疾病预防控制和卫生监督工作，曾任海南省疾病预防控制中心副主任、海南省卫生监督总队总队长。 是我省的流行病学和疾病控制学科带头人，主持完成科研课题11项，其中国际合作项目5项，卫生部立项课题3项（第一完成人）。,中文名：##性别：##出生地：##民族：##国籍：,杜建伟##男##河南方城县##汉族##中国
指标,http://www.baike.com/wiki/指标,http://a4.att.hudong.com/42/23/20300001220069157379232606617_s.jpg,,指标是一个汉语词语，读音是zhǐ biāo，意思是衡量目标的方法；预期中打算达到的指数、规格、标准，一般用数据表示。出自郭沫若《天地玄黄·鲁迅和我们同在》。,名称：##拼音：##释义：##近义词：##例句：##外文名称：##注 音：,"指标##zhǐ biāo##衡量目标的单位或方法##标准##今年新增了几个指标##Metrics, Index, factors##ㄓㄧˇ ㄅㄧㄠ"
通知,http://www.baike.com/wiki/通知,http://a3.att.hudong.com/72/20/50200009239445155962204270467_s.jpg,,通知，是运用广泛的知照性公文。用来发布法规、规章，转发上级机关、同级机关和不相隶属机关的公文，批转下级机关的公文，要求下级机关办理某项事务等。通知，一般由标题、主送单位（受文对象）、正文、落款四部分组成。,名称：##拼音：##释义：##作用：##分类：,通知##Tōngzhī##运用广泛的知照性公文##发布法规、规章##发布性通知、批转性通知等
全日制,http://www.baike.com/wiki/全日制,http://a0.att.hudong.com/56/28/50200009239445155793282369817_s.jpg,学习##学校##教育,全日制是指学习时间上的一种分类，全日制教育是指学生在国家规定的修业年限内，全日在学校学习，或者大部分时间从事学习的一种形式。分全日制小学、初中、高中三级学校教育。旧称谓认为全日制学习区别于业余、函授、成人等学习形式。,中文名：##英文名：##定义：##教学体制：##社会认可：##实用：,全日制##Full-time##指学习时间上的一种分类，顾名思义是按照国家法定工作、学习时间进行全天候学习的一种方式##整天上下午都安排课时##认可度最高的教学方式##普通高校
人员,http://www.baike.com/wiki/人员,http://a4.att.hudong.com/53/73/50200009239445156347736564502_s.jpg,历史##汉语##词汇##词语,(1)[personnel]：通常担任某种职务或从事某种工作的人。（如在一个工厂、办公室或组织机构内）,名称：##拼音：##出处：##释义：##例句：##外文名称：,人员##rén yuán##明 张居正《请谕戒边臣疏》##通常担任某种职务或从事某种工作的人##你部里亦要常差的当人员，侦探边事虏情，从实奏报##Staff
理论,http://www.baike.com/wiki/理论,http://a1.att.hudong.com/65/62/50200009239445155514625149205_s.jpg,,理论是一个汉语词汇，拼音是lilùn，指研究系统的一般模式，结构和规律的学问 。,名称：##拼音：##释义：##外文名称：,理论##lǐlùn##论述##reason with sb.;argue；pay attention to;acknowledge；handle
二等奖,http://www.baike.com/wiki/二等奖,http://a0.att.hudong.com/13/66/50200009239445155960669012818_s.jpg,,二等奖是常见的奖项之一，一般奖项设置有一等奖、二等奖、三等奖、优秀奖等，二等奖属于第二层次的奖励，高于三等奖，低于一等奖。,中文名：##高于：##是：##涵 义：,二等奖##三等奖##常见的奖项之一##第二层次的奖励
证明,http://www.baike.com/wiki/证明,http://a1.att.hudong.com/50/30/20300001087548155996301809131_s.jpg,汉语##词语,拼音：zhèng míng ；注音：ㄓㄥˋ ㄇㄧㄥˊ；英译： [prove;demonstrate；certificate;identification;testimonial；基本解释：(1)根据确实的材料判明人或事物的真实性 (2) 指证明书、证明信。,名称：##拼音：##释义：##注音：##英 译：,证明##zhèng míng##指证明书##ㄓㄥˋ ㄇㄧㄥˊ##prove;demonstrate
比重,http://www.baike.com/wiki/比重,//www.huimg.cn/entry/images/summary_default270x233.png,,"比重也称相对密度，固体和液体的比重是该物质（完全密实状态）的密度与在标准大气压，3.98℃时纯HO下的密度（999.972 kg/m）的比值。气体的比重是指该气体的密度与标准状况下空气密度的比值。液体或固体的比重说明了它们在另一种流体中是下沉还是漂浮。比重是无量纲量,即比重是无单位的值，一般情形下随温度、压力而变。比重简写为s.g.",拼音：##别称：##类别：,bǐ zhòng##相对密度##无量纲量
工作日,http://www.baike.com/wiki/工作日,http://a1.att.hudong.com/76/28/50200009239445155961287095367_s.jpg,日期##法律##法律术语##社会##节日,工作日（Working Day/Workday）也称劳动日，是指在一昼夜内职工进行工作时间的长度（小时数）。工作日是以日为计算单位的工作时间。《中华人民共和国劳动法》第三十六条规定：“国家实行劳动者每日工作时间不超过八小时、平均每周工作时间不超过四十四小时的工时制度。”1995年3月25日，《国务院关于职工工作时间的规定》对工时制度作了修改，规定为：“职工每日工作八小时，每周工作四十小时。”因此，从1995年5月1日起，我国普遍实行每周工作5日（周一到周五）、每日工作8小时的工时制度。,中文名：##英文名：##别称：##定义：##法律依据：##规定：,工作日##working day##劳动日##指在一昼夜内职工进行工作时间的长度（小时数）。##中国人民共和国劳动法##每日八小时，每周四十个小时
杜博,http://www.baike.com/wiki/杜博,http://a2.att.hudong.com/38/67/50200009239445155563670790983_s.jpg,,杜博，中国内地歌手，英皇星艺签约歌手 。自2008年凭借EP专辑《受伤》出道来，成功走进人们的视线中，深受内地歌迷的喜爱。杜博的声音亮相还是很磁性的，细腻中不失张力，在当下男歌手中算是很有特色，颇具有辨识度，带给你的不只是歌声，是音乐直流心底，透彻心扉， 让你心随所动的心情释放。,,
类,http://www.baike.com/wiki/类,http://a0.att.hudong.com/77/50/50200009239445155972503971116_s.jpg,,类（Class）是面向对象程序设计（OOP，Object-Oriented Programming）实现信息封装的基础类是一种用户定义类型，也称类类型。每个类包含数据说明和一组操作数据或传递消息的函数。类的实例称为对象。,中文名：##英文名：##拼音：##定义：##类型：,类[编程术语]##Class##lèi##类（Class）是面向对象程序设计（OOP，Object-Oriented Programming）实现信息封装的基础。类是一种用户定义的引用数据类型，也称类类型。##一种引用数据类型
学院,http://www.baike.com/wiki/学院,http://a3.att.hudong.com/76/08/20300576606378158200083170845_s.jpg,,学院（英文名：College、Institute或Academy）主要指门类科目较少、专业性强的高等教育机构。,名称：##拼音：##释义：##外文名称：,学院##[xué yuàn]##主要指门类科目较少、专业性强的高等教育机构##College、Institute
院长,http://www.baike.com/wiki/院长,http://a1.att.hudong.com/87/61/50200009239445155972618105863_s.jpg,,院长，这一称呼泛指以院为名称的单位的主管人员，一般是某种单位的法定责任人，例如，法院的“院长”，医院的“院长”，敬老院的“院长”等。,名称：##拼音：##出处：##释义：##例句：##地位：,院长##yuàn zhǎng##《唐国史补》##以“院”为名称的单位的主管人员##法院、医院院长##某种单位的法定责任人
大楼,http://www.baike.com/wiki/大楼,//www.huimg.cn/entry/images/summary_default270x233.png,房地产术语,本词条内容尚未完善，欢迎各位编辑词条，贡献自己的专业知识！,中文名称：##作者：##小说类型：##发布状态：,大楼##奥沙西畔##恐怖惊悚##连载中
外语,http://www.baike.com/wiki/外语,http://a4.att.hudong.com/83/88/50200009239445155959886963767_s.jpg,俄语##德语##日语##法语##英语##越南语##阿拉伯语,外语，指外国语，即非本国人使用的语言。指某一地区的本土居民不使用的语言：例如，英语在中国就是一种外语。它也指某人所属国家不使用的语言，也即，对一名生活在中国的英语使用者来说，中文也是一门外语。,名称：##拼音：##释义：##外文名称：##创作年代：,外语##wài yǔ##非本国人使用的语言##Foreign Languages##现代
学位,http://www.baike.com/wiki/学位,http://a2.att.hudong.com/22/75/50200009239445155956758382721_s.jpg,乡村教育##博士##学位##少儿救助##爱心助学##生物化学品,学位是标志一个人学历的头衔，即一个人通过学习取得学识及相应学习能力程度的标志，由国家授权的高等学校颁发。一般包括学士、硕士、博士三种。学位和学历的区别：学位是学历的标志，不和学校学习的经历或学历挂钩；而学历则必须是学校学习的经历。所以有学历不一定有学位，没有学历一定没有学位。,中文名：##英文名：##其他外文名：##起 源：##：,学位##degree##grade universitaire##欧洲中世纪##学士、硕士、博士、副学士
一等奖,http://www.baike.com/wiki/一等奖,//www.huimg.cn/entry/images/summary_default270x233.png,,"护照信息/一等奖[蔷薇科植物] 编辑


			
		平台资源号：1111C0003211000083资源编号：ROCHI5301271083原产地：美国省：美国来源地：美国国家：美国资源类型：选育品种
 描述信息/一等奖[蔷薇科植物] 编辑


			
		主要特性：抗病,优质主要用途：观赏气候带：温带生长习性：喜好温性开花结实特性：花期夏季至秋季特征特性：株型半直立;花朵约20~25枚瓣;高满卷边状;粉红色;花径14cm;气味淡香具体用途：用于花坛;容器栽培观测地点：嵩明小街国家林业局月季测试站繁殖方式：无性繁殖(嫁接繁殖),无性繁殖(扦插繁殖)选育单位：美国Boerner培育育成年份：1970年保存单位：云南省花卉技术培训推广中心单位编号：B303库编号：B303保存材料类型：植株保存方式：原地保存保存时间：20100101实物状态：良好
 共享信息/一等奖[蔷薇科植物] 编辑


			
		共享方式：资源交换获取途径：现场获取[1]",,
数,http://www.baike.com/wiki/数,http://a4.att.hudong.com/04/79/20300576611296158269796250350_s.jpg,,数，shu，从娄从攴，计也。,中文名：##英文名：##领 域：##实 质：##分 类：,数##number##数学##计数、标记或用作量度的抽象概念##整数、分数、负数、无理数等
助学金,http://www.baike.com/wiki/助学金,http://a1.att.hudong.com/34/11/50200009239445155962110952000_s.jpg,乡村教育##公益领域##少儿救助##爱心助学,联邦助学金(Federal Student Aid)是对于在合格的高等院校注册上学的学生支付学校开销方面提供的财务支援。高等院校包括4年制或2年制公立或私立高教学校、职业专科学校或商业专科学校。学校开销包括学杂费、食宿费、书本和学习用品费、交通费等。多数的联邦助学金是依据需要而设置的。联邦助学金最常见的有三类：奖学金、贷款和工读金。,中文名：##英文名：##别称：##拼音：##定义：##数目：##概述：,助学金##Federal Student Aid##奖学金##zhu xue jin##助学金是一种对家庭经济困难的学生进行资助的方式##三种##不需要偿还的助学金
教育部,http://www.baike.com/wiki/教育部,http://a3.att.hudong.com/04/50/50200009239445155961501860128_s.jpg,,中华人民共和国教育部是中华人民共和国国务院主管教育事业和语言文字工作的国务院组成部门。截至2017年7月，教育部设有19个内设司、局，“中国联合国教科文组织全国委员会秘书处”也设在其中。另外，教育部还直接管理15个教育类社会团体和组织 。,中文名称：##外文名：##别称：##办公驻地：##性质：##现任部长：##职能：##官方网站：##组织上级机构：##机构类型：,中华人民共和国教育部##Ministry of Education of the People's Republic of China##教育部##北京##行政管理机构和国立院校的经营者。##陈宝生（部长、党组书记）##主管教育事业和语言文字工作的国务院组成部门##http://www.moe.gov.cn/##国务院##国务院组成部门
组长,http://www.baike.com/wiki/组长,http://a4.att.hudong.com/23/93/50200009239445155972937035911_s.jpg,,组长是组织、生活中的领导人，组是对人的一种组织方式。组长是一组之首、负责人。,名称：##释义：##分类：##组长职责：,组长##组织、生活中的领导人##班级组长##对工作认真
